, ,,,,Distance moved,Velocity,Freezing,Freezing,Cruising,Cruising,Bursting,Bursting,Turn angle,Angular velocity,Meander,Meander
,,,,,CenterNApoint,CenterNApoint,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,Free Interval based on Velocity,CenterNApoint / absolute,CenterNApoint / absolute,CenterNApoint / absolute,CenterNApoint / absolute
,,,,,Total,Mean,Frequency,Cumulative Duration,Frequency,Cumulative Duration,Frequency,Cumulative Duration,Mean,Mean,Mean,Total
,,,,,mm,mm/s,,s,,s,,s,deg,deg/s,deg/mm,deg/mm
C45,Psilocybin 1,Trial     6,A4,0:00:00-0:30:00,3266.51,1.86679,1482,1637.64,1954,90.4,430,22.24,101.495,2537.36,5905.62,257698000
C45,Psilocybin 1,Trial     6,A4,0:30:00-1:00:00,0.00508804,0.127201,0,0,0,0,0,0,99.797,2494.92,19614,19614
C45,Psilocybin 1,Trial     6,A10,0:00:00-0:30:00,3188.9,1.85959,1483,1678.28,1758,80.96,389,20.36,103.351,2583.78,5419.46,228999000
C45,Psilocybin 1,Trial     6,A10,0:30:00-1:00:00,0.977967,24.4492,0,0,0,0,0,0,111.048,2776.19,113.55,113.55
C45,Psilocybin 1,Trial     6,B4,0:00:00-0:30:00,1463.52,0.861603,256,1646.2,305,15.2,118,6.28,116.307,2907.68,8044.74,340309000
C45,Psilocybin 1,Trial     6,B4,0:30:00-1:00:00,0.0157977,0.394941,0,0,0,0,0,0,170.853,4271.33,10815.1,10815.1
C45,Psilocybin 1,Trial     6,B10,0:00:00-0:30:00,2538.54,1.42151,645,1706.4,843,40.8,221,12.84,111.251,2781.28,6025.18,267849000
C45,Psilocybin 1,Trial     6,B10,0:30:00-1:00:00,0.0428441,1.0711,0,0,0,0,0,0,172.399,4309.97,4023.87,4023.87
C45,Psilocybin 1,Trial     6,C4,0:00:00-0:30:00,1960.99,1.10222,449,1762.92,545,25.04,117,6.32,114.675,2866.89,6480.03,287545000
C45,Psilocybin 1,Trial     6,C4,0:30:00-1:00:00,0.0860951,2.15238,0,0,0,0,0,0,4.83226,120.807,56.1271,56.1271
C45,Psilocybin 1,Trial     6,C10,0:00:00-0:30:00,3291.69,1.83042,1265,1577.44,1562,79.76,492,27.88,104.215,2605.38,5762.65,256962000
C45,Psilocybin 1,Trial     6,C10,0:30:00-1:00:00,0.0132684,0.331709,0,0,0,0,0,0,161.845,4046.11,12197.8,12197.8
C45,Psilocybin 1,Trial     6,D4,0:00:00-0:30:00,2033.86,1.13093,423,1341.4,541,26.08,107,6.56,114.903,2872.57,6752.58,298383000
C45,Psilocybin 1,Trial     6,D4,0:30:00-1:00:00,0.0248248,0.620619,0,0,0,0,0,0,25.6673,641.684,1033.94,1033.94
C45,Psilocybin 1,Trial     6,D10,0:00:00-0:30:00,1891.21,1.25455,577,1065.32,733,34.12,154,8.52,111.753,2793.81,6430.42,241115000
C45,Psilocybin 1,Trial     6,D10,0:30:00-1:00:00,0.0120202,0.300506,0,0,0,0,0,0,157.925,3948.12,13138.2,13138.2
C45,Psilocybin 1,Trial     6,E4,0:00:00-0:30:00,2536.94,1.41089,738,1723.52,1021,47.04,173,10.04,110.215,2755.38,6176.38,276597000
C45,Psilocybin 1,Trial     6,E4,0:30:00-1:00:00,0.102798,2.56995,0,0,0,0,0,0,168.753,4218.83,1641.6,1641.6
C45,Psilocybin 1,Trial     6,E10,0:00:00-0:30:00,1924.15,1.151,509,1621.28,743,31.8,66,3.68,112.063,2801.57,6425.85,267919000
C45,Psilocybin 1,Trial     6,E10,0:30:00-1:00:00,0.00861919,0.21548,0,0,0,0,0,0,36.1523,903.807,4194.39,4194.39
C45,Psilocybin 1,Trial     6,F4,0:00:00-0:30:00,1671.99,0.929671,273,1695.52,332,15.56,63,3.6,117.075,2926.89,6957.16,305948000
C45,Psilocybin 1,Trial     6,F4,0:30:00-1:00:00,0.013511,0.337775,0,0,0,0,0,0,169.864,4246.59,12572.2,12572.2
C45,Psilocybin 1,Trial     6,F10,0:00:00-0:30:00,1650.44,0.968137,219,1548.32,275,13.84,78,4.72,117.351,2933.77,6974.01,294241000
C45,Psilocybin 1,Trial     6,F10,0:30:00-1:00:00,0.0579593,1.44898,0,0,0,0,0,0,171.288,4282.21,2955.32,2955.32
C45,Psilocybin 1,Trial     6,G4,0:00:00-0:30:00,2333.55,1.29751,514,1591.44,681,34.4,185,11.12,113.516,2837.89,6262.76,280146000
C45,Psilocybin 1,Trial     6,G4,0:30:00-1:00:00,0.029184,0.729601,0,0,0,0,0,0,177.564,4439.09,6084.28,6084.28
C45,Psilocybin 1,Trial     6,G10,0:00:00-0:30:00,2028.59,1.67094,612,924.68,700,39.72,340,19.84,109.783,2744.58,6406.41,192205000
C45,Psilocybin 1,Trial     6,G10,0:30:00-1:00:00,0.0184003,0.460007,0,0,0,0,0,0,150.863,3771.58,8198.96,8198.96
C45,Psilocybin 1,Trial     6,H4,0:00:00-0:30:00,1427.15,1.05831,312,1725.8,391,19.6,107,6.28,114.531,2863.28,7064.21,237492000
C45,Psilocybin 1,Trial     6,H4,0:30:00-1:00:00,0.000545817,0.0136454,0,0,0,0,0,0,142.487,3562.17,261052,261052
C45,Psilocybin 1,Trial     6,H10,0:00:00-0:30:00,2399.61,1.44708,673,959.24,863,42.52,214,12.32,111.333,2783.33,5933.67,245684000
C45,Psilocybin 1,Trial     6,H10,0:30:00-1:00:00,0.0144006,0.360014,0,0,0,0,0,0,92.6368,2315.92,6432.86,6432.86
C45,Psilocybin 3,Trial     6,A5,0:00:00-0:30:00,1908.1,1.06095,327,1415.72,400,18.64,59,4.32,115.914,2897.84,6794.36,304258000
C45,Psilocybin 3,Trial     6,A5,0:30:00-1:00:00,0.00851713,0.212928,0,0,0,0,0,0,36.2326,905.816,4254.09,4254.09
C45,Psilocybin 3,Trial     6,A11,0:00:00-0:30:00,2973.6,1.72147,1112,1659.6,1308,69.08,462,25.8,104.925,2623.11,6048.34,260647000
C45,Psilocybin 3,Trial     6,A11,0:30:00-1:00:00,0.0658461,1.64615,0,0,0,0,0,0,42.1345,1053.36,639.893,639.893
C45,Psilocybin 3,Trial     6,B5,0:00:00-0:30:00,1559.05,1.10455,434,1020.16,537,23.84,74,3.96,113.442,2836.06,6860.15,238274000
C45,Psilocybin 3,Trial     6,B5,0:30:00-1:00:00,0.014238,0.35595,0,0,0,0,0,0,143.159,3578.99,10054.7,10054.7
C45,Psilocybin 3,Trial     6,B11,0:00:00-0:30:00,2523.78,1.5081,887,1513.16,1032,48.6,262,14.16,109.066,2726.64,5668.87,236862000
C45,Psilocybin 3,Trial     6,B11,0:30:00-1:00:00,0.0212999,0.532497,0,0,0,0,0,0,30.5623,764.059,1434.86,1434.86
C45,Psilocybin 3,Trial     6,C5,0:00:00-0:30:00,3098.78,1.75719,1289,1672.4,1587,76.24,366,21.68,104.12,2603.01,5945.98,261421000
C45,Psilocybin 3,Trial     6,C5,0:30:00-1:00:00,0.0408042,1.02011,0,0,0,0,0,0,96.8481,2421.2,2373.48,2373.48
C45,Psilocybin 3,Trial     6,C11,0:00:00-0:30:00,2170.8,1.20702,518,1747.24,668,35.04,228,13.8,114.075,2851.88,6976.89,304088000
C45,Psilocybin 3,Trial     6,C11,0:30:00-1:00:00,0.0407671,1.01918,0,0,0,0,0,0,27.629,690.725,677.728,677.728
C45,Psilocybin 3,Trial     6,D5,0:00:00-0:30:00,3094.27,1.72106,1126,1248,1404,69.56,418,21.76,106.331,2658.27,5783.57,259491000
C45,Psilocybin 3,Trial     6,D5,0:30:00-1:00:00,0.032865,0.821625,0,0,0,0,0,0,151.689,3792.23,4615.53,4615.53
C45,Psilocybin 3,Trial     6,D11,0:00:00-0:30:00,2305.73,1.28205,503,1749.04,661,34.08,227,12.92,113.567,2839.17,6207.28,278303000
C45,Psilocybin 3,Trial     6,D11,0:30:00-1:00:00,0.387364,9.68409,0,0,0,0,0,0,175.865,4396.63,454.006,454.006
C45,Psilocybin 3,Trial     6,E5,0:00:00-0:30:00,1747.83,0.971836,131,1784.12,203,9.16,30,1.76,117.583,2939.57,6614.2,293915000
C45,Psilocybin 3,Trial     6,E5,0:30:00-1:00:00,0.0804394,2.01098,0,0,0,0,0,0,179.221,4480.52,2228.02,2228.02
C45,Psilocybin 3,Trial     6,E11,0:00:00-0:30:00,1796.29,0.998782,202,1708.88,272,14.56,93,5.88,117.119,2927.97,7124.84,319015000
C45,Psilocybin 3,Trial     6,E11,0:30:00-1:00:00,0.0195495,0.488736,0,0,0,0,0,0,106.271,2656.77,5436,5436
C45,Psilocybin 3,Trial     6,F5,0:00:00-0:30:00,3465.36,1.92768,1094,1647.36,1396,78.08,605,36.28,107.353,2683.83,6105.41,273620000
C45,Psilocybin 3,Trial     6,F5,0:30:00-1:00:00,0.00717849,0.179462,0,0,0,0,0,0,51.3187,1282.97,7148.96,7148.96
C45,Psilocybin 3,Trial     6,F11,0:00:00-0:30:00,2026.35,1.14834,293,1676.52,373,19.36,108,7.2,116.565,2914.12,6367.16,280480000
C45,Psilocybin 3,Trial     6,F11,0:30:00-1:00:00,0.0130969,0.327422,0,0,0,0,0,0,151.038,3775.94,11532.3,11532.3
C45,Psilocybin 3,Trial     6,G5,0:00:00-0:30:00,1347.53,0.941463,198,1267.96,243,11.72,65,3.68,116.839,2920.96,6976.22,248688000
C45,Psilocybin 3,Trial     6,G5,0:30:00-1:00:00,0.0127907,0.319768,0,0,0,0,0,0,74.8919,1872.3,5855.17,5855.17
C45,Psilocybin 3,Trial     6,G11,0:00:00-0:30:00,2779.55,1.5455,967,1710.48,1218,58.88,350,19.12,107.611,2690.27,6370.99,285509000
C45,Psilocybin 3,Trial     6,G11,0:30:00-1:00:00,0.0501052,1.25263,0,0,0,0,0,0,176.284,4407.1,3518.28,3518.28
C45,Psilocybin 3,Trial     6,H5,0:00:00-0:30:00,2247.12,1.24962,474,1606.84,579,28.92,116,8.28,114.849,2871.23,6374.44,279851000
C45,Psilocybin 3,Trial     6,H5,0:30:00-1:00:00,0.0233914,0.584785,0,0,0,0,0,0,140.032,3500.81,5986.48,5986.48
C45,Psilocybin 3,Trial     6,H11,0:00:00-0:30:00,2929.74,1.62901,1137,1609.04,1498,70.84,374,20.32,105.534,2638.36,6522.17,291567000
C45,Psilocybin 3,Trial     6,H11,0:30:00-1:00:00,0.0146531,0.366328,0,0,0,0,0,0,170.61,4265.26,11643.3,11643.3
C45,Psilocybin 10,Trial     6,A6,0:00:00-0:30:00,2949.03,1.63974,1195,1696.64,1492,67.56,331,16.64,105.351,2633.78,5905.17,262727000
C45,Psilocybin 10,Trial     6,A6,0:30:00-1:00:00,0.0216764,0.541911,0,0,0,0,0,0,165.992,4149.8,7657.71,7657.71
C45,Psilocybin 10,Trial     6,A12,0:00:00-0:30:00,1911.9,1.06422,501,1228.48,649,31.8,151,8.2,113.56,2839,7047.69,315454000
C45,Psilocybin 10,Trial     6,A12,0:30:00-1:00:00,0.0161615,0.404036,0,0,0,0,0,0,176.62,4415.49,10928.5,10928.5
C45,Psilocybin 10,Trial     6,B6,0:00:00-0:30:00,1160.79,1.18399,203,1051.24,247,13.28,95,5.92,115.333,2883.31,6538.73,159434000
C45,Psilocybin 10,Trial     6,B6,0:30:00-1:00:00,0.0248099,0.620247,0,0,0,0,0,0,152.88,3822,6162.07,6162.07
C45,Psilocybin 10,Trial     6,B12,0:00:00-0:30:00,2519.96,1.45437,822,1218.28,1040,50.2,309,16.48,109.232,2730.81,6321.54,272857000
C45,Psilocybin 10,Trial     6,B12,0:30:00-1:00:00,0.0193298,0.483244,0,0,0,0,0,0,168.391,4209.78,8711.5,8711.5
C45,Psilocybin 10,Trial     6,C6,0:00:00-0:30:00,2096.24,1.16556,474,1148.6,659,30.6,102,6.36,113.8,2845.01,6614.29,295950000
C45,Psilocybin 10,Trial     6,C6,0:30:00-1:00:00,0.0315584,0.78896,0,0,0,0,0,0,175.804,4395.1,5570.75,5570.75
C45,Psilocybin 10,Trial     6,C12,0:00:00-0:30:00,3437.12,1.91628,1388,1669.88,1819,84.92,431,23.44,103.089,2577.22,5745.76,254922000
C45,Psilocybin 10,Trial     6,C12,0:30:00-1:00:00,0.0628571,1.57143,0,0,0,0,0,0,81.7237,2043.09,1300.15,1300.15
C45,Psilocybin 10,Trial     6,D6,0:00:00-0:30:00,2493.81,1.38668,856,1712.52,1129,50.12,173,8.88,110.445,2761.13,6193.92,277574000
C45,Psilocybin 10,Trial     6,D6,0:30:00-1:00:00,0.0341537,0.853842,0,0,0,0,0,0,144.276,3606.9,4224.32,4224.32
C45,Psilocybin 10,Trial     6,D12,0:00:00-0:30:00,2983.9,1.65938,846,1567.8,1133,61.92,445,28.04,109.379,2734.47,6335.39,274873000
C45,Psilocybin 10,Trial     6,D12,0:30:00-1:00:00,0.0404822,1.01205,0,0,0,0,0,0,19.9641,499.102,493.157,493.157
C45,Psilocybin 10,Trial     6,E6,0:00:00-0:30:00,4816.5,2.67809,2493,1577.4,3088,146.88,766,38.4,91.1234,2278.08,4164.14,187011000
C45,Psilocybin 10,Trial     6,E6,0:30:00-1:00:00,0.0653234,1.63308,0,0,0,0,0,0,3.62407,90.6018,55.479,55.479
C45,Psilocybin 10,Trial     6,E12,0:00:00-0:30:00,1633.75,0.908408,268,1768.16,380,17.6,80,4.68,116.707,2917.68,7325.82,323919000
C45,Psilocybin 10,Trial     6,E12,0:30:00-1:00:00,0.0524854,1.31213,0,0,0,0,0,0,83.3553,2083.88,1588.16,1588.16
C45,Psilocybin 10,Trial     6,F6,0:00:00-0:30:00,2501.75,1.39116,680,607.96,868,41,232,12.04,111.286,2782.15,5761.79,258814000
C45,Psilocybin 10,Trial     6,F6,0:30:00-1:00:00,0.110841,2.77102,0,0,0,0,0,0,60.1751,1504.38,542.896,542.896
C45,Psilocybin 10,Trial     6,F12,0:00:00-0:30:00,2258.43,1.40793,600,1188.48,778,40.52,298,17.76,111.044,2776.1,6597.27,263911000
C45,Psilocybin 10,Trial     6,F12,0:30:00-1:00:00,0.0626872,1.56718,0,0,0,0,0,0,111.582,2789.56,1779.99,1779.99
C45,Psilocybin 10,Trial     6,G6,0:00:00-0:30:00,2933.2,1.66198,1117,1702.6,1369,64.52,304,15.24,107.898,2697.46,5377.88,236933000
C45,Psilocybin 10,Trial     6,G6,0:30:00-1:00:00,0.0214902,0.537254,0,0,0,0,0,0,127.065,3176.63,5912.71,5912.71
C45,Psilocybin 10,Trial     6,G12,0:00:00-0:30:00,1986.69,1.11637,356,1726.44,451,22.12,143,7.96,115.765,2894.11,6794.38,300889000
C45,Psilocybin 10,Trial     6,G12,0:30:00-1:00:00,0.0160125,0.400312,0,0,0,0,0,0,159.99,3999.74,9991.56,9991.56
C45,Psilocybin 10,Trial     6,H6,0:00:00-0:30:00,2959.07,1.70619,1187,1691.52,1502,72.12,342,19.96,105.788,2644.71,6224.23,264486000
C45,Psilocybin 10,Trial     6,H6,0:30:00-1:00:00,0.0275067,0.687668,0,0,0,0,0,0,54.0427,1351.07,1964.71,1964.71
C45,Psilocybin 10,Trial     6,H12,0:00:00-0:30:00,3529.76,2.01576,1755,1646.48,2207,104.2,468,26.68,100.407,2510.18,6194.04,269875000
C45,Psilocybin 10,Trial     6,H12,0:30:00-1:00:00,0.0217463,0.543656,0,0,0,0,0,0,90.4124,2260.31,4157.61,4157.61
C45,Psilocybin DMSO,Trial     6,B1,0:00:00-0:30:00,2856.3,1.59695,1051,1554.48,1265,61.56,307,18.48,106.923,2673.08,5868.56,261844000
C45,Psilocybin DMSO,Trial     6,B1,0:30:00-1:00:00,0.0297002,0.742505,0,0,0,0,0,0,177.964,4449.1,5992.01,5992.01
C45,Psilocybin DMSO,Trial     6,B7,0:00:00-0:30:00,2361.85,1.31325,599,1740.04,766,40.24,236,14.68,111.453,2786.32,6517.6,291213000
C45,Psilocybin DMSO,Trial     6,B7,0:30:00-1:00:00,0.052707,1.31767,0,0,0,0,0,0,22.3268,558.17,423.602,423.602
C45,Psilocybin DMSO,Trial     6,C1,0:00:00-0:30:00,1548.79,1.04147,361,1456.08,484,21.48,64,3.6,115.022,2875.54,6867.75,254711000
C45,Psilocybin DMSO,Trial     6,C1,0:30:00-1:00:00,0.451545,11.2886,0,0,0,0,0,0,43.8804,1097.01,97.1784,97.1784
C45,Psilocybin DMSO,Trial     6,C7,0:00:00-0:30:00,1590.14,1.32552,465,1495.36,615,32.2,175,10.2,110.171,2754.28,7055.74,210106000
C45,Psilocybin DMSO,Trial     6,C7,0:30:00-1:00:00,0.0398585,0.996464,0,0,0,0,0,0,169.236,4230.89,4245.91,4245.91
C45,Psilocybin DMSO,Trial     6,D1,0:00:00-0:30:00,2538.47,1.43158,875,1694.12,1117,53.96,297,16.08,109.624,2740.59,6266.99,276920000
C45,Psilocybin DMSO,Trial     6,D1,0:30:00-1:00:00,0.0101328,0.253319,0,0,0,0,0,0,10.5145,262.861,1037.67,1037.67
C45,Psilocybin DMSO,Trial     6,D7,0:00:00-0:30:00,2328.88,1.29491,504,1433.96,667,33.32,195,11.28,113.672,2841.81,6102.23,266972000
C45,Psilocybin DMSO,Trial     6,D7,0:30:00-1:00:00,0.0873197,2.18299,0,0,0,0,0,0,166.159,4153.98,1902.88,1902.88
C45,Psilocybin DMSO,Trial     6,E1,0:00:00-0:30:00,4414.32,2.6186,2303,1476.56,2954,140.44,721,41.2,91.6087,2290.22,5002.74,210160000
C45,Psilocybin DMSO,Trial     6,E1,0:30:00-1:00:00,0.0378971,0.947428,0,0,0,0,0,0,122.7,3067.51,3237.73,3237.73
C45,Psilocybin DMSO,Trial     6,E7,0:00:00-0:30:00,1755.81,0.976274,163,1773.4,217,11,63,3.68,118.601,2965.02,6800.07,295755000
C45,Psilocybin DMSO,Trial     6,E7,0:30:00-1:00:00,0.00962373,0.240593,0,0,0,0,0,0,154.083,3852.07,16010.7,16010.7
C45,Psilocybin DMSO,Trial     6,F1,0:00:00-0:30:00,2302.48,1.28023,726,1732.88,896,44.6,306,17.08,109.949,2748.72,7212.94,323053000
C45,Psilocybin DMSO,Trial     6,F1,0:30:00-1:00:00,0.105378,2.63446,0,0,0,0,0,0,37.8508,946.271,359.19,359.19
C45,Psilocybin DMSO,Trial     6,F7,0:00:00-0:30:00,1740.86,0.9887,212,1529.64,274,14.08,69,4.56,116.398,2909.96,6957.59,305717000
C45,Psilocybin DMSO,Trial     6,F7,0:30:00-1:00:00,0.0542653,1.35663,0,0,0,0,0,0,163.392,4084.81,3010.99,3010.99
C45,Psilocybin DMSO,Trial     6,G1,0:00:00-0:30:00,1682.44,0.945592,194,1524.6,262,13.96,64,4.84,116.966,2924.15,6942,307093000
C45,Psilocybin DMSO,Trial     6,G1,0:30:00-1:00:00,0.0531898,1.32974,0,0,0,0,0,0,179.669,4491.72,3377.88,3377.88
C45,Psilocybin DMSO,Trial     6,G7,0:00:00-0:30:00,3511.51,2.32163,1395,897.28,1816,93.04,567,30.92,101.937,2548.43,4953.5,187094000
C45,Psilocybin DMSO,Trial     6,G7,0:30:00-1:00:00,0.0091147,0.227868,0,0,0,0,0,0,82.468,2061.7,9047.8,9047.8
C45,Psilocybin DMSO,Trial     6,H1,0:00:00-0:30:00,3014.1,1.82372,1130,1049.96,1432,71.28,475,27,104.941,2623.53,6022.71,248027000
C45,Psilocybin DMSO,Trial     6,H1,0:30:00-1:00:00,0.0323102,0.807755,0,0,0,0,0,0,86.6214,2165.54,2680.93,2680.93
C45,Psilocybin DMSO,Trial     6,H7,0:00:00-0:30:00,1921.6,1.06851,488,1723.04,622,30.32,148,9.36,114.42,2860.51,7737.6,340501000
C45,Psilocybin DMSO,Trial     6,H7,0:30:00-1:00:00,0.0245953,0.614882,0,0,0,0,0,0,171.968,4299.19,6991.9,6991.9
C45,Scopolamine 0.1,Trial    10,A2,0:00:00-0:30:00,2699.55,1.51395,709,1110.68,910,49.76,337,20.84,111.746,2793.66,6270.86,277893000
C45,Scopolamine 0.1,Trial    10,A2,0:30:00-1:00:00,0.0443306,1.10827,0,0,0,0,0,0,11.9264,298.159,269.032,269.032
C45,Scopolamine 0.1,Trial    10,A8,0:00:00-0:30:00,3717,2.75693,1767,1635.68,2260,109.92,566,32.48,93.8506,2346.27,4272.58,142982000
C45,Scopolamine 0.1,Trial    10,A8,0:30:00-1:00:00,0.0399755,0.999388,0,0,0,0,0,0,47.5216,1188.04,1188.77,1188.77
C45,Scopolamine 0.1,Trial    10,B2,0:00:00-0:30:00,1948.52,1.09122,431,1705.8,540,25.44,122,6.96,114.868,2871.71,6439.38,286675000
C45,Scopolamine 0.1,Trial    10,B2,0:30:00-1:00:00,0.042892,1.0723,0,0,0,0,0,0,140.403,3510.08,3273.41,3273.41
C45,Scopolamine 0.1,Trial    10,B8,0:00:00-0:30:00,1854.27,1.20964,518,1626.52,743,33.64,111,6.44,113.101,2827.53,6800,257305000
C45,Scopolamine 0.1,Trial    10,B8,0:30:00-1:00:00,0.0270548,0.676369,0,0,0,0,0,0,17.049,426.226,630.167,630.167
C45,Scopolamine 0.1,Trial    10,C2,0:00:00-0:30:00,1780.76,0.990193,358,1762.12,477,24.2,126,8.12,115.346,2883.65,7766.01,348212000
C45,Scopolamine 0.1,Trial    10,C2,0:30:00-1:00:00,0.0499754,1.24939,0,0,0,0,0,0,172.067,4301.68,3443.03,3443.03
C45,Scopolamine 0.1,Trial    10,D2,0:00:00-0:30:00,1576.34,1.35896,576,1088.92,671,30.64,151,8.04,110.898,2772.45,6329.52,182898000
C45,Scopolamine 0.1,Trial    10,D2,0:30:00-1:00:00,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
C45,Scopolamine 0.1,Trial    10,D8,0:00:00-0:30:00,3051.11,1.69649,1149,1692.48,1542,71.28,262,14.36,106.028,2650.69,5510.38,245377000
C45,Scopolamine 0.1,Trial    10,D8,0:30:00-1:00:00,0.0311811,0.779529,0,0,0,0,0,0,50.9534,1273.83,1634.11,1634.11
C45,Scopolamine 0.1,Trial    10,E2,0:00:00-0:30:00,2874.98,1.60775,1258,1239.92,1631,71.52,211,11.72,106.429,2660.73,5326.68,236569000
C45,Scopolamine 0.1,Trial    10,E2,0:30:00-1:00:00,0.0254098,0.635246,0,0,0,0,0,0,175.65,4391.26,6912.7,6912.7
C45,Scopolamine 0.1,Trial    10,E8,0:00:00-0:30:00,1205.73,0.836176,48,778.56,52,2.2,0,0,120.04,3001,6922.95,243799000
C45,Scopolamine 0.1,Trial    10,E8,0:30:00-1:00:00,0.0224286,0.560715,0,0,0,0,0,0,46.7456,1168.64,2084.2,2084.2
C45,Scopolamine 0.1,Trial    10,F2,0:00:00-0:30:00,2495.57,1.42496,726,1584.84,952,46.72,254,15.36,111.372,2784.31,6179.26,269595000
C45,Scopolamine 0.1,Trial    10,F2,0:30:00-1:00:00,0.0266824,0.667061,0,0,0,0,0,0,NA,NA,NA,NA
C45,Scopolamine 0.1,Trial    10,F8,0:00:00-0:30:00,2757.37,1.53316,1001,1186.72,1349,63.72,252,14.32,107.869,2696.73,6379.63,284953000
C45,Scopolamine 0.1,Trial    10,F8,0:30:00-1:00:00,0.0290292,0.72573,0,0,0,0,0,0,145.638,3640.94,5016.94,5016.94
C45,Scopolamine 0.1,Trial    10,G2,0:00:00-0:30:00,1228.92,0.683312,31,1519.84,43,2.4,9,0.92,119.747,2993.67,7812.2,343393000
C45,Scopolamine 0.1,Trial    10,G2,0:30:00-1:00:00,0.00935904,0.233976,0,0,0,0,0,0,82.0531,2051.33,8767.26,8767.26
C45,Scopolamine 0.1,Trial    10,G8,0:00:00-0:30:00,3456.87,2.07799,1108,1261.72,1479,78.96,485,30.96,106.053,2651.32,5552.72,230021000
C45,Scopolamine 0.1,Trial    10,G8,0:30:00-1:00:00,0.0383591,0.958977,0,0,0,0,0,0,173.93,4348.26,4534.27,4534.27
C45,Scopolamine 0.1,Trial    10,H2,0:00:00-0:30:00,1100.1,0.823943,61,1769.64,80,4.12,20,1.32,118.744,2968.6,7142.07,235703000
C45,Scopolamine 0.1,Trial    10,H2,0:30:00-1:00:00,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
C45,Scopolamine 0.1,Trial    10,H8,0:00:00-0:30:00,2982.22,1.65819,992,1694.88,1435,68.36,261,16.16,106.769,2669.22,5950.14,267012000
C45,Scopolamine 0.1,Trial    10,H8,0:30:00-1:00:00,0.0173608,0.434019,0,0,0,0,0,0,140.675,3516.87,8103.03,8103.03
C45,Scopolamine 0.3,Trial    10,A3,0:00:00-0:30:00,1237.67,0.688174,1,1278.2,1,0.04,0,0,121.437,3035.93,7220.56,299696000
C45,Scopolamine 0.3,Trial    10,A3,0:30:00-1:00:00,0.0211593,0.528981,0,0,0,0,0,0,165.404,4135.11,7817.11,7817.11
C45,Scopolamine 0.3,Trial    10,A9,0:00:00-0:30:00,1091.02,0.808834,59,1202.32,72,4.4,30,2.32,118.58,2964.5,7544.5,252077000
C45,Scopolamine 0.3,Trial    10,A9,0:30:00-1:00:00,0.0309207,0.773018,0,0,0,0,0,0,6.79559,169.89,219.775,219.775
C45,Scopolamine 0.3,Trial    10,B3,0:00:00-0:30:00,2360.57,1.31315,639,1636.08,787,40.36,285,17,112.55,2813.75,7007.43,313358000
C45,Scopolamine 0.3,Trial    10,B3,0:30:00-1:00:00,0.069222,1.73055,0,0,0,0,0,0,171.366,4284.15,2475.6,2475.6
C45,Scopolamine 0.3,Trial    10,B9,0:00:00-0:30:00,2263,1.37138,695,1547.28,801,38.12,262,13.52,110.554,2763.84,6303.09,259504000
C45,Scopolamine 0.3,Trial    10,B9,0:30:00-1:00:00,0.0629324,1.57331,0,0,0,0,0,0,154.652,3866.3,2457.43,2457.43
C45,Scopolamine 0.3,Trial    10,C3,0:00:00-0:30:00,1747.21,0.971491,318,1289.68,426,20.76,107,6.28,116.133,2903.33,7063.12,313744000
C45,Scopolamine 0.3,Trial    10,C3,0:30:00-1:00:00,0.0527792,1.31948,0,0,0,0,0,0,175.203,4380.08,3319.55,3319.55
C45,Scopolamine 0.3,Trial    10,C9,0:00:00-0:30:00,1813.62,1.00846,393,1769.8,470,20.68,96,4.76,116.077,2901.92,7127.58,317185000
C45,Scopolamine 0.3,Trial    10,C9,0:30:00-1:00:00,0.0740796,1.85199,0,0,0,0,0,0,2.88977,72.2444,39.009,39.009
C45,Scopolamine 0.3,Trial    10,D3,0:00:00-0:30:00,3026.18,1.68263,1142,1683.32,1382,64.72,374,19.28,107.575,2689.37,5478.34,245873000
C45,Scopolamine 0.3,Trial    10,D3,0:30:00-1:00:00,0.0310811,0.777028,0,0,0,0,0,0,177.679,4441.98,5716.63,5716.63
C45,Scopolamine 0.3,Trial    10,D9,0:00:00-0:30:00,2361.81,1.31322,458,1746,612,27.84,114,5.84,115.364,2884.09,5773.32,259291000
C45,Scopolamine 0.3,Trial    10,D9,0:30:00-1:00:00,0.0158256,0.395639,0,0,0,0,0,0,138.949,3473.73,8780.05,8780.05
C45,Scopolamine 0.3,Trial    10,E3,0:00:00-0:30:00,1788.14,0.994251,314,1670,407,20.16,110,6.56,115.965,2899.12,7146.58,319960000
C45,Scopolamine 0.3,Trial    10,E3,0:30:00-1:00:00,0.0217832,0.54458,0,0,0,0,0,0,149.941,3748.51,6883.32,6883.32
C45,Scopolamine 0.3,Trial    10,E9,0:00:00-0:30:00,1317.23,0.963144,80,958.72,101,5.44,27,2,118.604,2965.1,6354.63,217030000
C45,Scopolamine 0.3,Trial    10,E9,0:30:00-1:00:00,0.0168952,0.42238,0,0,0,0,0,0,150.525,3763.12,8909.32,8909.32
C45,Scopolamine 0.3,Trial    10,F3,0:00:00-0:30:00,1901.39,1.05722,419,1690.12,485,21.92,94,5.24,115.386,2884.64,6511.6,291603000
